competition,year,player,team,position,minutes,tackles,tackles_won,challenges_att,challenges_lost,fouls_committed,fouls_drawn,yellow_cards,red_cards,source_url
FIFA World Cup,2018,Henrik Dalsgaard,Denmark,DF,390,,9,,,8,1,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Jens Stryger Larsen,Denmark,DF,270,,1,,,1,0,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Jonas Knudsen,Denmark,DF,120,,0,,,1,0,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Kasper Dolberg,Denmark,FW,16,,0,,,1,0,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Kasper Schmeichel,Denmark,GK,390,,0,,,0,0,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Lasse Schöne,Denmark,MF,221,,3,,,2,2,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Lukas Lerager,Denmark,MF,1,,0,,,0,0,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Martin Braithwaite,Denmark,"MF,FW",251,,0,,,5,1,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Mathias Jørgensen,Denmark,DF,220,,1,,,4,2,2,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Michael Krohn-Dehli,Denmark,MF,23,,0,,,0,0,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Nicolai Jørgensen,Denmark,FW,212,,2,,,4,0,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Pione Sisto,Denmark,"FW,MF",230,,3,,,0,6,1,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Simon Kjær,Denmark,DF,390,,2,,,2,1,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Thomas Delaney,Denmark,MF,366,,6,,,12,3,1,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Viktor Fischer,Denmark,MF,31,,0,,,0,0,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,William Kvist,Denmark,MF,34,,0,,,0,1,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Yussuf Poulsen,Denmark,"FW,MF",268,,3,,,9,2,2,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Abdallah Said,Egypt,"MF,FW",224,,3,,,0,2,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Ahmed Fathy,Egypt,DF,270,,6,,,7,1,1,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Ahmed Hegazi,Egypt,DF,270,,1,,,2,1,1,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Ali Gabr,Egypt,DF,270,,4,,,2,1,1,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Amr Warda,Egypt,"FW,MF",154,,1,,,1,5,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Essam El-Hadary,Egypt,GK,90,,0,,,0,0,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Kahraba,Egypt,"FW,MF",47,,1,,,2,0,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Marwan Mohsen,Egypt,FW,206,,1,,,4,4,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Mohamed Abdel-Shafy,Egypt,DF,270,,3,,,2,2,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Mohamed El-Shenawy,Egypt,GK,180,,0,,,0,0,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Mohamed Elneny,Egypt,MF,243,,1,,,3,0,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Mohamed Salah,Egypt,"FW,MF",180,,1,,,1,1,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Ramadan Sobhi,Egypt,"FW,MF",59,,1,,,1,1,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Sam Morsy,Egypt,MF,41,,0,,,2,0,1,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Tarek Hamed,Egypt,MF,229,,5,,,6,3,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Trézéguet,Egypt,FW,237,,5,,,5,1,1,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Ashley Young,England,FW,461,,3,,,4,3,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Danny Rose,England,"FW,DF",205,,2,,,1,7,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Danny Welbeck,England,FW,12,,0,,,0,0,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Dele Alli,England,MF,362,,5,,,3,9,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Eric Dier,England,MF,251,,4,,,5,4,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Fabian Delph,England,"MF,FW",222,,3,,,1,3,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Gary Cahill,England,DF,90,,0,,,1,0,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Harry Kane,England,FW,572,,1,,,4,21,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Harry Maguire,England,DF,645,,4,,,8,6,2,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Jamie Vardy,England,FW,160,,1,,,2,1,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Jesse Lingard,England,MF,526,,3,,,9,5,1,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,John Stones,England,DF,645,,8,,,4,4,1,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Jordan Henderson,England,MF,480,,3,,,3,3,1,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Jordan Pickford,England,GK,690,,0,,,0,3,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Kieran Trippier,England,FW,579,,6,,,6,6,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Kyle Walker,England,DF,493,,3,,,2,5,2,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Marcus Rashford,England,FW,202,,1,,,4,5,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Phil Jones,England,DF,180,,1,,,2,2,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Raheem Sterling,England,FW,451,,0,,,10,8,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Ruben Loftus-Cheek,England,MF,274,,0,,,3,6,1,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Trent Alexander-Arnold,England,FW,90,,0,,,0,0,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Antoine Griezmann,France,"MF,FW",566,,8,,,6,11,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Benjamin Mendy,France,DF,41,,0,,,0,0,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Benjamin Pavard,France,DF,540,,11,,,9,5,1,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Blaise Matuidi,France,"FW,MF",334,,10,,,11,5,2,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Corentin Tolisso,France,"FW,MF",195,,2,,,3,6,1,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Djibril Sidibé,France,DF,90,,1,,,1,0,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Florian Thauvin,France,FW,2,,0,,,0,0,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Hugo Lloris,France,GK,540,,0,,,0,0,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Kylian Mbappé,France,"FW,MF",532,,6,,,1,14,2,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Lucas Hernández,France,DF,589,,7,,,8,15,2,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,N'Golo Kanté,France,MF,593,,12,,,11,4,2,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Nabil Fekir,France,"MF,FW",74,,2,,,3,7,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Olivier Giroud,France,FW,545,,3,,,14,4,1,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Ousmane Dembélé,France,FW,165,,3,,,1,1,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Paul Pogba,France,MF,538,,11,,,14,17,1,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Presnel Kimpembe,France,DF,90,,1,,,1,2,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Raphaël Varane,France,DF,630,,1,,,2,1,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Samuel Umtiti,France,DF,540,,3,,,6,9,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Steve Mandanda,France,GK,90,,0,,,0,0,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Steven Nzonzi,France,"MF,FW",146,,3,,,0,2,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Thomas Lemar,France,FW,90,,0,,,1,1,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Antonio Rüdiger,Germany,DF,90,,0,,,2,1,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Jonas Hector,Germany,DF,163,,3,,,2,3,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Joshua Kimmich,Germany,DF,270,,2,,,2,12,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Julian Brandt,Germany,DF,22,,1,,,0,1,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Julian Draxler,Germany,"FW,MF",135,,2,,,4,1,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Jérôme Boateng,Germany,DF,171,,2,,,5,4,2,1,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Leon Goretzka,Germany,FW,62,,1,,,1,1,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Manuel Neuer,Germany,GK,270,,0,,,0,0,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Marco Reus,Germany,"MF,FW",211,,1,,,3,1,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Mario Gómez,Germany,FW,90,,0,,,1,0,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Marvin Plattenhardt,Germany,DF,78,,0,,,0,1,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Mats Hummels,Germany,DF,180,,4,,,3,1,1,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Mesut Özil,Germany,MF,180,,0,,,0,2,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Niklas Süle,Germany,DF,90,,1,,,0,1,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Sami Khedira,Germany,MF,116,,2,,,2,1,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Sebastian Rudy,Germany,MF,30,,0,,,1,0,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Thomas Müller,Germany,"FW,MF",208,,4,,,3,1,1,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Timo Werner,Germany,FW,265,,1,,,1,4,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Toni Kroos,Germany,MF,270,,4,,,1,6,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,İlkay Gündoğan,Germany,MF,60,,0,,,1,1,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Albert Guðmundsson,Iceland,FW,6,,0,,,0,1,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Alfreð Finnbogason,Iceland,FW,262,,1,,,6,2,1,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Ari Freyr Skúlason,Iceland,MF,19,,0,,,0,0,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Arnór Ingvi Traustason,Iceland,DF,1,,0,,,0,0,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Aron Gunnarsson,Iceland,MF,251,,2,,,2,0,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Birkir Bjarnason,Iceland,"MF,FW",269,,3,,,5,4,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Birkir Már Sævarsson,Iceland,DF,270,,0,,,1,1,1,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Björn Sigurðarson,Iceland,FW,43,,0,,,1,0,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Emil Hallfreðsson,Iceland,MF,180,,3,,,3,6,1,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Gylfi Sigurðsson,Iceland,"MF,FW",270,,5,,,2,4,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Hannes Þór Halldórsson,Iceland,GK,270,,0,,,0,1,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Hörður Magnússon,Iceland,DF,270,,4,,,4,0,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Jóhann Berg Guðmundsson,Iceland,"FW,MF",152,,0,,,0,1,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Jón Daði Böðvarsson,Iceland,FW,70,,0,,,0,1,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Kári Árnason,Iceland,DF,180,,3,,,4,1,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Ragnar Sigurðsson,Iceland,DF,223,,1,,,3,0,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Rúrik Gíslason,Iceland,MF,118,,1,,,2,4,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Sverrir Ingi Ingason,Iceland,DF,116,,1,,,3,0,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Alireza Beiranvand,Iran,GK,270,,0,,,0,3,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Alireza Jahanbakhsh,Iran,MF,170,,4,,,5,4,1,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Ehsan Hajsafi,Iran,DF,213,,4,,,0,6,1,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Karim Ansarifard,Iran,MF,179,,2,,,3,2,1,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Majid Hosseini,Iran,DF,191,,1,,,1,1,0,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
FIFA World Cup,2018,Masoud Shojaei,Iran,MF,67,,2,,,3,1,1,0,https://web.archive.org/web/20260606150656/https://fbref.com/en/comps/1/2018/defense/2018-FIFA-World-Cup-Stats
