pair,pair_effect_mean,pair_effect_sd,referee,team,n_matches,yellows_total,yellows_mean,expected_nonpair,oe_ratio_raw,rate_ratio_shrunk,z,abs_rank,is_argentina,pair_effect_mean_2vc,abs_rank_2vc
Urs Meier | Iran,0.000183,0.038852,Urs Meier,Iran,1,2,2.0,1.84861,1.081894,1.000183,0.004709,947,False,4e-05,945
Jonas Eriksson | Switzerland,0.000182,0.038852,Jonas Eriksson,Switzerland,1,2,2.0,1.845842,1.083516,1.000182,0.004679,948,False,4.6e-05,928
Óscar Ruiz | China,-0.000179,0.038845,Óscar Ruiz,China,1,2,2.0,2.086544,0.958523,0.999821,-0.004614,949,False,-4e-05,943
Eddy Maillet | Chile,0.000178,0.038852,Eddy Maillet,Chile,1,2,2.0,1.849502,1.081372,1.000178,0.004589,950,False,8.1e-05,843
Slavko Vinčić | Wales,0.000176,0.038852,Slavko Vinčić,Wales,1,2,2.0,1.848298,1.082076,1.000176,0.004531,951,False,3.2e-05,965
Sándor Puhl | Norway,0.000175,0.038852,Sándor Puhl,Norway,1,2,2.0,1.853271,1.079173,1.000175,0.004513,952,False,4.7e-05,927
Mark Geiger | Spain,-0.000175,0.038875,Mark Geiger,Spain,1,1,1.0,1.098356,0.910452,0.999825,-0.004496,953,False,-6.5e-05,883
Carlos Silva Valente | Argentina,0.000174,0.038852,Carlos Silva Valente,Argentina,1,2,2.0,1.858921,1.075893,1.000174,0.004472,954,True,8.5e-05,830
Ľuboš Micheľ | Argentina,0.000168,0.038793,Ľuboš Micheľ,Argentina,1,4,4.0,3.841664,1.041216,1.000168,0.004319,955,True,0.000116,764
Óscar Ruiz | South Korea,-0.000163,0.038845,Óscar Ruiz,South Korea,1,2,2.0,2.080397,0.961355,0.999837,-0.00419,956,False,-1.5e-05,1002
Kurt Röthlisberger | England,-0.000162,0.038875,Kurt Röthlisberger,England,1,1,1.0,1.093225,0.914724,0.999838,-0.004173,957,False,-7.9e-05,849
Ali Bujsaim | Brazil,0.000157,0.038852,Ali Bujsaim,Brazil,1,2,2.0,1.869812,1.069627,1.000157,0.004045,958,False,0.0,1025
Arturo Brizio Carter | Germany,0.000157,0.038852,Arturo Brizio Carter,Germany,1,2,2.0,1.871495,1.068665,1.000157,0.004028,959,False,2.8e-05,976
Helmut Kohl | Scotland,0.000152,0.038852,Helmut Kohl,Scotland,1,2,2.0,1.869743,1.069666,1.000152,0.003905,960,False,5e-06,1015
Facundo Tello | South Korea,0.000147,0.038852,Facundo Tello,South Korea,1,2,2.0,1.872143,1.068294,1.000147,0.003795,961,False,3.5e-05,959
Roberto Rosetti | Paraguay,0.000147,0.038851,Roberto Rosetti,Paraguay,1,2,2.0,1.875436,1.066419,1.000147,0.003792,962,False,3.3e-05,964
Esfandiar Baharmast | Norway,-0.000145,0.038846,Esfandiar Baharmast,Norway,1,2,2.0,2.057329,0.972134,0.999855,-0.003734,963,False,-2.6e-05,981
César Arturo Ramos | Belgium,-0.000145,0.038875,César Arturo Ramos,Belgium,1,1,1.0,1.079944,0.925974,0.999855,-0.00373,964,False,-4.9e-05,917
Jorge Larrionda | Ivory Coast,0.000144,0.038851,Jorge Larrionda,Ivory Coast,1,2,2.0,1.878678,1.064578,1.000144,0.003702,965,False,3.7e-05,953
Felipe Ramos | Paraguay,-0.00014,0.038846,Felipe Ramos,Paraguay,1,2,2.0,2.059893,0.970924,0.99986,-0.003614,966,False,-2.2e-05,988
Szymon Marciniak | Sweden,0.000139,0.038851,Szymon Marciniak,Sweden,1,2,2.0,1.878537,1.064658,1.000139,0.003572,967,False,-0.0,1024
Jesús Valenzuela | Poland,-0.000138,0.038845,Jesús Valenzuela,Poland,1,2,2.0,2.051984,0.974666,0.999862,-0.003542,968,False,-4e-06,1018
Pierluigi Collina | Denmark,0.000132,0.038851,Pierluigi Collina,Denmark,1,2,2.0,1.883971,1.061587,1.000132,0.003397,969,False,4.4e-05,935
Rune Pedersen | Germany,0.000128,0.038851,Rune Pedersen,Germany,1,2,2.0,1.882865,1.062211,1.000128,0.003299,970,False,2e-05,995
José Roberto Wright | Cameroon,0.000127,0.038851,José Roberto Wright,Cameroon,1,2,2.0,1.888868,1.058835,1.000127,0.003277,971,False,3.8e-05,948
Alexey Spirin | West Germany,-0.000125,0.038876,Alexey Spirin,West Germany,1,1,1.0,1.061794,0.941803,0.999875,-0.003206,972,False,-2e-05,993
Wilmar Roldán | England,-0.000124,0.038875,Wilmar Roldán,England,1,1,1.0,1.06452,0.939391,0.999876,-0.003191,973,False,-6.7e-05,876
Saad Mane | Denmark,0.000119,0.038851,Saad Mane,Denmark,1,2,2.0,1.891313,1.057467,1.000119,0.003053,974,False,4.5e-05,931
Luis Medina Cantalejo | France,-0.000118,0.038817,Luis Medina Cantalejo,France,1,3,3.0,3.034867,0.988511,0.999882,-0.003043,975,False,-7.3e-05,863
Alireza Faghani | Uruguay,0.000117,0.038851,Alireza Faghani,Uruguay,1,2,2.0,1.894812,1.055514,1.000117,0.00301,976,False,2.9e-05,972
Antonio Mateu Lahoz | Denmark,-0.000111,0.038847,Antonio Mateu Lahoz,Denmark,1,2,2.0,2.04316,0.978876,0.999889,-0.002847,977,False,-2e-05,992
Nawaf Shukralla | Australia,0.00011,0.038851,Nawaf Shukralla,Australia,1,2,2.0,1.894017,1.055957,1.00011,0.002826,978,False,8e-06,1012
Manuel Díaz Vega | Netherlands,0.000107,0.038851,Manuel Díaz Vega,Netherlands,1,2,2.0,1.895248,1.055271,1.000107,0.002763,979,False,9.3e-05,815
Ismail Elfath | Croatia,0.000105,0.038851,Ismail Elfath,Croatia,1,2,2.0,1.898936,1.053221,1.000105,0.002697,980,False,2.1e-05,991
Mario van der Ende | Romania,0.000103,0.038851,Mario van der Ende,Romania,1,2,2.0,1.901992,1.051529,1.000103,0.002644,981,False,4.5e-05,929
Mohammed Abdulla Hassan Mohamed | Cameroon,-0.000102,0.038846,Mohammed Abdulla Hassan Mohamed,Cameroon,1,2,2.0,2.033267,0.983638,0.999898,-0.002636,982,False,-1.9e-05,997
William Mattus | Japan,0.000101,0.038851,William Mattus,Japan,1,2,2.0,1.90164,1.051724,1.000101,0.002602,983,False,-6e-06,1013
Mohammed Abdulla Hassan Mohamed | Costa Rica,-0.0001,0.038846,Mohammed Abdulla Hassan Mohamed,Costa Rica,1,2,2.0,2.031765,0.984366,0.9999,-0.002587,984,False,-2.1e-05,989
Nawaf Shukralla | Senegal,0.0001,0.038851,Nawaf Shukralla,Senegal,1,2,2.0,1.902086,1.051477,1.0001,0.00258,985,False,2.1e-05,990
Viktor Kassai | Brazil,-9.9e-05,0.038876,Viktor Kassai,Brazil,1,1,1.0,1.048001,0.954197,0.999901,-0.002538,986,False,-2.6e-05,985
Andrés Matonte | Canada,9.7e-05,0.038851,Andrés Matonte,Canada,1,2,2.0,1.89789,1.053802,1.000097,0.002501,987,False,2.8e-05,974
Toru Kamikawa | Portugal,9.7e-05,0.038821,Toru Kamikawa,Portugal,1,3,3.0,2.893295,1.03688,1.000097,0.002491,988,False,6e-05,894
László Vágner | Scotland,-9.6e-05,0.038847,László Vágner,Scotland,1,2,2.0,2.026921,0.986718,0.999904,-0.002471,989,False,-4.8e-05,924
Hernán Silva | Cameroon,9.5e-05,0.03885,Hernán Silva,Cameroon,1,2,2.0,1.905887,1.04938,1.000095,0.002446,990,False,2.6e-05,982
Antonio Mateu Lahoz | Croatia,-9.5e-05,0.038847,Antonio Mateu Lahoz,Croatia,1,2,2.0,2.03423,0.983173,0.999905,-0.002439,991,False,-3e-05,970
Zoran Petrović | Costa Rica,9e-05,0.03885,Zoran Petrović,Costa Rica,1,2,2.0,1.909879,1.047187,1.00009,0.002312,992,False,2.6e-05,983
Urs Meier | Germany,8.9e-05,0.03885,Urs Meier,Germany,1,2,2.0,1.911921,1.046068,1.000089,0.002291,993,False,2.5e-05,986
Carlos Simon | Spain,-8.2e-05,0.038847,Carlos Simon,Spain,1,2,2.0,2.029378,0.985524,0.999918,-0.002113,994,False,-6.6e-05,879
Jerome Damon | Japan,8e-05,0.03885,Jerome Damon,Japan,1,2,2.0,1.914608,1.0446,1.00008,0.002051,995,False,-2.9e-05,973
Néstor Pitana | Uruguay,7.7e-05,0.03885,Néstor Pitana,Uruguay,1,2,2.0,1.920302,1.041503,1.000077,0.001987,996,False,4.2e-05,939
Cüneyt Çakır | Mexico,7.7e-05,0.038851,Cüneyt Çakır,Mexico,1,2,2.0,1.919523,1.041926,1.000077,0.00197,997,False,3.7e-05,952
Milorad Mažić | Belgium,7.6e-05,0.03885,Milorad Mažić,Belgium,1,2,2.0,1.916592,1.043519,1.000076,0.001946,998,False,-3e-05,969
Enrique Cáceres | Iran,6.8e-05,0.03885,Enrique Cáceres,Iran,1,2,2.0,1.920199,1.041559,1.000068,0.001762,999,False,1.1e-05,1007
Cüneyt Çakır | Nigeria,-6.2e-05,0.038847,Cüneyt Çakır,Nigeria,1,2,2.0,2.010609,0.994723,0.999938,-0.001608,1000,False,-7.6e-05,859
Szymon Marciniak | Argentina,-5.4e-05,0.038758,Szymon Marciniak,Argentina,3,5,1.666667,4.958686,1.008332,0.999946,-0.001399,1001,True,0.000141,702
Jorge Larrionda | Italy,5.3e-05,0.038849,Jorge Larrionda,Italy,1,2,2.0,1.941736,1.030006,1.000053,0.001363,1002,False,-1.5e-05,1001
Jorge Larrionda | Angola,5.1e-05,0.03882,Jorge Larrionda,Angola,1,3,3.0,2.922882,1.026384,1.000051,0.001325,1003,False,2.8e-05,979
Byron Moreno | Portugal,-5e-05,0.038848,Byron Moreno,Portugal,1,2,2.0,2.000339,0.999831,0.99995,-0.001278,1004,False,1.8e-05,1000
Andrés Cunha | Iran,-4.8e-05,0.038848,Andrés Cunha,Iran,1,2,2.0,1.99664,1.001683,0.999952,-0.001224,1005,False,-5e-06,1017
Alberto Undiano Mallenco | Slovakia,-4.7e-05,0.038818,Alberto Undiano Mallenco,Slovakia,1,3,3.0,2.97575,1.008149,0.999953,-0.00121,1006,False,-1.3e-05,1005
Kurt Röthlisberger | Egypt,3.9e-05,0.038849,Kurt Röthlisberger,Egypt,1,2,2.0,1.946093,1.0277,1.000039,0.000992,1007,False,-3e-06,1019
Graham Poll | Saudi Arabia,3.8e-05,0.038819,Graham Poll,Saudi Arabia,1,3,3.0,2.931035,1.023529,1.000038,0.000971,1008,False,-5.5e-05,908
Cüneyt Çakır | Netherlands,3.7e-05,0.03885,Cüneyt Çakır,Netherlands,1,2,2.0,1.944849,1.028357,1.000037,0.000962,1009,False,6.7e-05,878
Mario Sánchez Yanten | Bulgaria,3.6e-05,0.03885,Mario Sánchez Yanten,Bulgaria,1,2,2.0,1.941549,1.030105,1.000036,0.000939,1010,False,4.4e-05,934
Massimo Busacca | South Africa,-3.6e-05,0.038847,Massimo Busacca,South Africa,1,2,2.0,1.991095,1.004472,0.999964,-0.000921,1011,False,-1e-05,1009
Marco Rodríguez | England,-2.9e-05,0.038848,Marco Rodríguez,England,1,2,2.0,1.993075,1.003475,0.999971,-0.000751,1012,False,-0.000101,792
Felipe Ramos | England,2.9e-05,0.038849,Felipe Ramos,England,1,2,2.0,1.949376,1.025969,1.000029,0.000749,1013,False,-8.1e-05,840
Kurt Röthlisberger | Republic of Ireland,2.7e-05,0.038849,Kurt Röthlisberger,Republic of Ireland,1,2,2.0,1.95175,1.024721,1.000027,0.000702,1014,False,-3.7e-05,955
Mario Sánchez Yanten | South Africa,-2.6e-05,0.038848,Mario Sánchez Yanten,South Africa,1,2,2.0,1.980119,1.01004,0.999974,-0.000658,1015,False,-5e-06,1016
Anthony Taylor | Ghana,2.3e-05,0.038849,Anthony Taylor,Ghana,1,2,2.0,1.948969,1.026184,1.000023,0.000581,1016,False,2.8e-05,975
Carlos Batres | Slovenia,2.2e-05,0.038849,Carlos Batres,Slovenia,1,2,2.0,1.952554,1.0243,1.000022,0.000574,1017,False,3.7e-05,954
Óscar Ruiz | Ivory Coast,-2.1e-05,0.038818,Óscar Ruiz,Ivory Coast,1,3,3.0,2.971438,1.009612,0.999979,-0.000544,1018,False,1e-06,1023
Günter Benkö | Jamaica,1.7e-05,0.038849,Günter Benkö,Jamaica,1,2,2.0,1.951677,1.02476,1.000017,0.000438,1019,False,1e-06,1021
Alberto Undiano Mallenco | Netherlands,-1.1e-05,0.038849,Alberto Undiano Mallenco,Netherlands,1,2,2.0,1.974999,1.012659,0.999989,-0.000292,1020,False,6.3e-05,887
Peter Mikkelsen | Switzerland,-1e-05,0.038848,Peter Mikkelsen,Switzerland,1,2,2.0,1.97649,1.011895,0.99999,-0.000248,1021,False,3.1e-05,967
Leslie Mottram | Nigeria,-8e-06,0.038848,Leslie Mottram,Nigeria,1,2,2.0,1.971053,1.014686,0.999992,-0.000199,1022,False,-5.5e-05,909
Nawaf Shukralla | Spain,-5e-06,0.038878,Nawaf Shukralla,Spain,1,1,1.0,0.986629,1.013552,0.999995,-0.00013,1023,False,-3.2e-05,966
Ali Bujsaim | Bulgaria,3e-06,0.038759,Ali Bujsaim,Bulgaria,2,5,2.5,4.926029,1.015016,1.000003,6.7e-05,1024,False,8.8e-05,824
Howard Webb | Ivory Coast,0.0,0.038849,Howard Webb,Ivory Coast,1,2,2.0,1.970254,1.015098,1.0,9e-06,1025,False,-9e-06,1010
